cli,psi,task_complexity_sovcm,session_minutes,vsi,fatigue,engagement,arm_id,font_size_pt,line_spacing,letter_spacing_px,reward
0.2729,0.4455,0.5215,35,0.8948,0.7504,0.3327,3,18,1.6,2.5,0.1798
0.6047,0.4928,0.5808,27,0.6058,0.6895,0.111,1,16,1.5,2.0,0.9043
0.2224,0.3693,0.4662,30,0.3605,0.7555,0.3696,3,18,1.6,2.5,0.2589
0.4472,0.1719,0.6916,4,0.65,0.7382,0.4271,1,16,1.5,2.0,0.9321
0.3029,0.6715,0.6994,4,0.1309,0.6693,0.6335,2,20,1.8,3.5,0.6862
0.4274,0.4962,0.6745,6,0.5136,0.7444,0.7873,2,20,1.8,3.5,0.6711
0.1559,0.4805,0.669,35,0.7907,0.2098,0.6564,0,12,1.2,1.0,0.5383
0.1364,0.779,0.7049,38,0.2672,0.7883,0.8725,0,12,1.2,1.0,0.7314
0.2005,0.3236,0.403,20,0.6774,0.5854,0.8123,2,20,1.8,3.5,0.6112
0.4119,0.3334,0.651,11,0.8127,0.3506,0.7844,2,20,1.8,3.5,0.6172
0.2227,0.7633,0.3401,7,0.5295,0.5119,0.5279,3,18,1.6,2.5,0.2996
0.5677,0.1353,0.7735,7,0.4762,0.7585,0.1677,1,16,1.5,2.0,0.938
0.8015,0.1938,0.51,32,0.3832,0.7323,0.8672,0,12,1.2,1.0,0.4812
0.3896,0.1641,0.4409,9,0.7053,0.3851,0.2359,3,18,1.6,2.5,0.17
0.7657,0.5499,0.525,16,0.2035,0.5949,0.1624,2,20,1.8,3.5,0.5664
0.1412,0.5914,0.7785,28,0.4765,0.8151,0.78,0,12,1.2,1.0,0.5481
0.6958,0.1346,0.6539,9,0.5663,0.1914,0.337,2,20,1.8,3.5,0.6878
0.1472,0.8194,0.309,20,0.6606,0.3576,0.4239,0,12,1.2,1.0,0.5212
0.8414,0.8971,0.421,37,0.6646,0.7062,0.2229,0,12,1.2,1.0,0.1001
0.2564,0.287,0.4963,38,0.48,0.4074,0.1585,1,16,1.5,2.0,0.9535
0.3096,0.5183,0.3278,40,0.7094,0.8138,0.855,2,20,1.8,3.5,0.5095
0.8544,0.8003,0.3894,1,0.2343,0.7952,0.5236,1,16,1.5,2.0,0.7048
0.7475,0.7803,0.5838,13,0.276,0.7131,0.7164,1,16,1.5,2.0,0.6074
0.6942,0.2598,0.5177,34,0.8933,0.4395,0.2645,1,16,1.5,2.0,0.9099
0.8965,0.8994,0.6798,25,0.6326,0.6615,0.2043,1,16,1.5,2.0,0.6221
0.4152,0.3998,0.4809,44,0.5944,0.704,0.7971,1,16,1.5,2.0,1.0
0.3336,0.22,0.5361,37,0.786,0.4816,0.5873,0,12,1.2,1.0,0.6235
0.1029,0.7311,0.4843,42,0.7072,0.378,0.618,1,16,1.5,2.0,0.8519
0.886,0.7147,0.2142,20,0.593,0.1987,0.7002,2,20,1.8,3.5,0.6118
0.2417,0.4168,0.3238,2,0.6815,0.13,0.4076,3,18,1.6,2.5,0.26
0.5766,0.4879,0.5222,27,0.4107,0.2577,0.6684,1,16,1.5,2.0,1.0
0.4398,0.8414,0.4435,1,0.4382,0.2993,0.686,1,16,1.5,2.0,0.9537
0.3021,0.4362,0.5191,1,0.3683,0.5626,0.852,3,18,1.6,2.5,0.2066
0.6827,0.6242,0.2898,17,0.7259,0.4429,0.5479,3,18,1.6,2.5,0.7711
0.3094,0.8169,0.551,4,0.7811,0.4539,0.2479,1,16,1.5,2.0,1.0
0.8527,0.4059,0.4373,37,0.5611,0.4457,0.8487,2,20,1.8,3.5,0.64
0.1904,0.8963,0.3318,19,0.7766,0.722,0.2063,3,18,1.6,2.5,0.6475
0.2367,0.4213,0.6752,10,0.125,0.1573,0.4684,1,16,1.5,2.0,0.5634
0.7046,0.296,0.4923,30,0.542,0.8063,0.7776,3,18,1.6,2.5,0.2433
0.118,0.7914,0.5935,36,0.1665,0.8895,0.8876,3,18,1.6,2.5,0.1776
0.147,0.3976,0.4606,12,0.1433,0.7935,0.2691,1,16,1.5,2.0,0.9166
0.3069,0.7799,0.3697,38,0.7582,0.322,0.3471,0,12,1.2,1.0,0.5666
0.5846,0.6089,0.2455,11,0.1416,0.7687,0.6724,3,18,1.6,2.5,0.184
0.5777,0.5397,0.6002,42,0.5119,0.673,0.2585,2,20,1.8,3.5,0.6441
0.4422,0.8528,0.7133,42,0.7084,0.582,0.6714,0,12,1.2,1.0,0.1936
0.739,0.2125,0.7393,39,0.1851,0.6606,0.4094,1,16,1.5,2.0,1.0
0.6352,0.3668,0.3302,37,0.3803,0.1422,0.2815,2,20,1.8,3.5,0.5541
0.5596,0.4892,0.7513,27,0.7938,0.4829,0.6451,1,16,1.5,2.0,1.0
0.1871,0.438,0.6051,32,0.3642,0.6609,0.6869,1,16,1.5,2.0,0.9269
0.6891,0.7736,0.5053,2,0.1098,0.1234,0.5822,2,20,1.8,3.5,0.5939
0.335,0.5941,0.261,6,0.3825,0.5571,0.8834,3,18,1.6,2.5,0.2225
0.5213,0.1825,0.2266,41,0.7932,0.7483,0.8954,3,18,1.6,2.5,0.0866
0.7126,0.1895,0.5809,31,0.6548,0.3119,0.8067,2,20,1.8,3.5,0.7303
0.8308,0.4557,0.4058,14,0.7526,0.1689,0.4509,3,18,1.6,2.5,0.1491
0.7962,0.4827,0.3569,26,0.3344,0.3918,0.8763,0,12,1.2,1.0,0.7665
0.4703,0.831,0.6792,5,0.315,0.694,0.8929,3,18,1.6,2.5,0.0707
0.5337,0.1007,0.4261,19,0.2108,0.4245,0.6683,2,20,1.8,3.5,0.1899
0.6612,0.5885,0.3356,42,0.7708,0.4503,0.8113,2,20,1.8,3.5,0.8973
0.6061,0.773,0.7327,26,0.4685,0.8563,0.4731,1,16,1.5,2.0,0.6047
0.4878,0.5834,0.6462,19,0.5603,0.5889,0.6438,0,12,1.2,1.0,0.6092
0.7133,0.7316,0.2823,32,0.5931,0.4493,0.7233,3,18,1.6,2.5,0.5965
0.3859,0.8143,0.2859,23,0.6034,0.1054,0.2244,3,18,1.6,2.5,0.1639
0.7177,0.3034,0.5418,44,0.8217,0.7728,0.5022,3,18,1.6,2.5,0.6215
0.378,0.3679,0.7944,34,0.3581,0.4301,0.3173,3,18,1.6,2.5,0.1466
0.1642,0.768,0.5195,34,0.2574,0.4615,0.4698,2,20,1.8,3.5,0.7166
0.1244,0.5944,0.543,12,0.8168,0.8987,0.7714,2,20,1.8,3.5,0.9861
0.3456,0.7221,0.7407,11,0.6368,0.7776,0.2281,3,18,1.6,2.5,0.5627
0.1668,0.3321,0.6658,43,0.6939,0.7147,0.8039,0,12,1.2,1.0,0.6382
0.6977,0.6404,0.6702,41,0.6911,0.8275,0.4626,0,12,1.2,1.0,0.2228
0.3694,0.1773,0.5758,35,0.1731,0.442,0.6381,3,18,1.6,2.5,0.0
0.2763,0.5224,0.2103,26,0.3761,0.2418,0.2146,1,16,1.5,2.0,1.0
0.1489,0.8251,0.7722,42,0.103,0.3759,0.4493,3,18,1.6,2.5,0.3026
0.74,0.6402,0.3171,44,0.5799,0.7748,0.6073,0,12,1.2,1.0,0.3197
0.5459,0.5247,0.6722,36,0.6769,0.3078,0.1191,1,16,1.5,2.0,1.0
0.8891,0.8891,0.6507,9,0.3995,0.8397,0.4845,2,20,1.8,3.5,0.8443
0.5536,0.8175,0.6137,8,0.8327,0.2415,0.2702,1,16,1.5,2.0,0.6441
0.3942,0.7587,0.4624,37,0.3654,0.4096,0.7103,3,18,1.6,2.5,0.0606
0.1989,0.2109,0.3395,3,0.1325,0.6308,0.712,2,20,1.8,3.5,0.0965
0.6058,0.4517,0.7893,43,0.7058,0.4055,0.7607,0,12,1.2,1.0,0.5963
0.2111,0.7718,0.2458,14,0.5537,0.2203,0.5758,3,18,1.6,2.5,0.2255
0.3532,0.75,0.2756,10,0.2937,0.7925,0.2329,0,12,1.2,1.0,0.5469
0.7189,0.5875,0.4818,41,0.2727,0.656,0.4694,1,16,1.5,2.0,1.0
0.3597,0.2117,0.2267,9,0.881,0.8549,0.2083,1,16,1.5,2.0,1.0
0.3784,0.6198,0.2163,43,0.4689,0.549,0.2218,2,20,1.8,3.5,0.4823
0.3371,0.5067,0.7214,8,0.4181,0.5387,0.43,0,12,1.2,1.0,0.5102
0.6764,0.6359,0.4864,5,0.3064,0.7113,0.4603,1,16,1.5,2.0,0.9316
0.648,0.5022,0.4648,23,0.8205,0.7645,0.7697,0,12,1.2,1.0,0.3115
0.5034,0.8581,0.7567,12,0.1055,0.509,0.2696,0,12,1.2,1.0,0.6223
0.472,0.1377,0.6017,14,0.1584,0.7794,0.5196,1,16,1.5,2.0,0.9753
0.1035,0.5678,0.4819,42,0.2414,0.5366,0.2378,3,18,1.6,2.5,0.0806
0.368,0.4602,0.6126,10,0.1966,0.4571,0.3948,1,16,1.5,2.0,1.0
0.1061,0.7234,0.6439,11,0.4289,0.4964,0.631,2,20,1.8,3.5,0.5627
0.326,0.698,0.569,19,0.1749,0.7111,0.4286,2,20,1.8,3.5,0.5469
0.446,0.7975,0.5919,35,0.2876,0.6558,0.8005,0,12,1.2,1.0,0.5752
0.5738,0.3249,0.2841,37,0.5306,0.5517,0.2522,1,16,1.5,2.0,1.0
0.3685,0.7423,0.3637,38,0.3077,0.2879,0.2689,2,20,1.8,3.5,0.5289
0.315,0.39,0.546,35,0.7129,0.4498,0.3419,3,18,1.6,2.5,0.2212
0.4466,0.7058,0.7156,16,0.408,0.1231,0.4435,1,16,1.5,2.0,0.9527
0.8333,0.4248,0.4554,33,0.1827,0.5828,0.269,1,16,1.5,2.0,0.9927
0.7149,0.687,0.2656,35,0.7398,0.1056,0.218,1,16,1.5,2.0,0.9565
0.505,0.5178,0.7347,6,0.8609,0.8725,0.1404,2,20,1.8,3.5,0.8615
0.7448,0.8479,0.6096,9,0.1763,0.8732,0.1718,0,12,1.2,1.0,0.1733
0.3992,0.8444,0.3187,31,0.5168,0.7141,0.2684,3,18,1.6,2.5,0.6057
0.2865,0.6979,0.2004,19,0.1819,0.6303,0.3417,2,20,1.8,3.5,0.5675
0.3513,0.8285,0.5407,34,0.7808,0.3403,0.5888,0,12,1.2,1.0,0.574
0.7289,0.3047,0.2752,28,0.3498,0.5975,0.7968,3,18,1.6,2.5,0.1261
0.3336,0.1668,0.753,4,0.8241,0.3918,0.4837,3,18,1.6,2.5,0.2254
0.8081,0.1092,0.3074,35,0.7005,0.4066,0.2649,1,16,1.5,2.0,0.9125
0.3728,0.1907,0.5801,10,0.5614,0.8971,0.7992,3,18,1.6,2.5,0.3022
0.3634,0.2566,0.5346,1,0.6997,0.5237,0.198,2,20,1.8,3.5,0.6003
0.4747,0.3155,0.2304,39,0.5171,0.5762,0.1819,3,18,1.6,2.5,0.2228
0.79,0.4125,0.3189,30,0.5594,0.7652,0.4855,3,18,1.6,2.5,0.5801
0.6729,0.3818,0.6529,16,0.4436,0.4197,0.4347,1,16,1.5,2.0,1.0
0.2965,0.3586,0.5073,26,0.2064,0.6626,0.5779,1,16,1.5,2.0,0.955
0.6941,0.5577,0.36,17,0.5187,0.4686,0.424,0,12,1.2,1.0,0.5243
0.2697,0.4366,0.2235,38,0.5455,0.6335,0.671,2,20,1.8,3.5,0.5732
0.743,0.2065,0.7317,15,0.6334,0.1964,0.2795,1,16,1.5,2.0,1.0
0.21,0.4722,0.2567,39,0.8951,0.6109,0.6089,0,12,1.2,1.0,0.6211
0.2217,0.5911,0.3496,5,0.4363,0.28,0.8516,1,16,1.5,2.0,0.9254
0.1549,0.4861,0.5367,31,0.7992,0.5167,0.2911,1,16,1.5,2.0,1.0
0.6784,0.347,0.7235,21,0.3381,0.8421,0.314,0,12,1.2,1.0,0.645
0.136,0.7029,0.4017,5,0.6211,0.7006,0.8339,3,18,1.6,2.5,0.1482
0.2211,0.8256,0.4014,19,0.517,0.2402,0.6519,3,18,1.6,2.5,0.1803
0.8263,0.4283,0.6405,43,0.5402,0.3744,0.389,2,20,1.8,3.5,0.5483
0.6076,0.6491,0.7586,12,0.6875,0.7183,0.4432,2,20,1.8,3.5,1.0
0.8831,0.5478,0.4255,35,0.2722,0.7224,0.8414,0,12,1.2,1.0,0.2125
0.7367,0.8009,0.4669,40,0.5956,0.8274,0.4561,0,12,1.2,1.0,0.2414
0.8005,0.164,0.4563,36,0.4463,0.311,0.4912,1,16,1.5,2.0,0.9655
0.6437,0.8439,0.6412,25,0.3316,0.125,0.5105,3,18,1.6,2.5,0.1643
0.4187,0.7515,0.5722,18,0.3739,0.6462,0.5609,1,16,1.5,2.0,1.0
0.5419,0.1348,0.5282,39,0.1734,0.4871,0.7198,3,18,1.6,2.5,0.0
0.3879,0.562,0.7126,11,0.3165,0.8737,0.2301,3,18,1.6,2.5,0.0989
0.6601,0.7935,0.3113,14,0.1618,0.468,0.5134,1,16,1.5,2.0,0.8757
0.2498,0.3214,0.6531,18,0.1033,0.4116,0.5634,0,12,1.2,1.0,1.0
0.1315,0.3674,0.7139,34,0.6064,0.1079,0.4718,2,20,1.8,3.5,0.2673
0.6362,0.7523,0.5081,32,0.3567,0.7374,0.469,1,16,1.5,2.0,0.5208
0.6245,0.8987,0.4582,22,0.6136,0.4205,0.5718,0,12,1.2,1.0,0.0763
0.4664,0.3423,0.7884,10,0.3444,0.3537,0.5838,2,20,1.8,3.5,0.5441
0.7183,0.2544,0.3144,38,0.7991,0.173,0.5809,0,12,1.2,1.0,0.4462
0.2415,0.8352,0.6267,26,0.8844,0.7659,0.1455,0,12,1.2,1.0,0.2528
0.5614,0.8118,0.5539,19,0.7662,0.7372,0.147,3,18,1.6,2.5,0.5414
0.8174,0.8489,0.6603,20,0.7868,0.1205,0.7167,1,16,1.5,2.0,0.5153
0.804,0.5014,0.4537,44,0.3635,0.4902,0.7749,3,18,1.6,2.5,0.2168
0.38,0.7662,0.7277,41,0.4557,0.3751,0.8807,0,12,1.2,1.0,0.6626
0.4195,0.7978,0.625,23,0.5895,0.4336,0.1789,2,20,1.8,3.5,0.5888
0.4317,0.462,0.7544,20,0.7254,0.7082,0.446,2,20,1.8,3.5,0.5107
0.5349,0.2927,0.5796,24,0.1434,0.8761,0.4329,1,16,1.5,2.0,0.9121
0.6019,0.4629,0.7864,19,0.7533,0.1169,0.2463,0,12,1.2,1.0,0.6189
0.3725,0.8005,0.3463,29,0.4828,0.2891,0.4706,2,20,1.8,3.5,0.6998
0.6587,0.413,0.3616,35,0.2798,0.2246,0.1347,2,20,1.8,3.5,0.5916
0.8782,0.389,0.2223,32,0.476,0.5596,0.5333,2,20,1.8,3.5,0.4466
0.6988,0.401,0.7977,40,0.4922,0.3891,0.531,2,20,1.8,3.5,0.4879
0.5206,0.8763,0.4433,1,0.4403,0.1417,0.465,1,16,1.5,2.0,0.9547
0.2608,0.1714,0.2096,5,0.7121,0.6371,0.6126,2,20,1.8,3.5,0.668
0.7828,0.369,0.5478,9,0.3732,0.609,0.6275,2,20,1.8,3.5,0.5999
0.1679,0.6879,0.2453,9,0.1356,0.7626,0.5436,2,20,1.8,3.5,0.6994
0.7901,0.1959,0.7445,30,0.6263,0.7707,0.759,3,18,1.6,2.5,0.3437
0.1977,0.1665,0.2623,11,0.1284,0.4841,0.3295,2,20,1.8,3.5,0.0839
0.1724,0.6441,0.2487,13,0.3673,0.5395,0.1586,2,20,1.8,3.5,0.5999
0.507,0.7749,0.2337,16,0.8842,0.4898,0.6683,0,12,1.2,1.0,0.1704
0.6041,0.4386,0.6991,42,0.6413,0.3658,0.2637,1,16,1.5,2.0,0.9265
0.5527,0.4927,0.6214,30,0.1295,0.7393,0.7881,3,18,1.6,2.5,0.1023
0.6437,0.8509,0.7338,6,0.6148,0.5282,0.1854,1,16,1.5,2.0,0.719
0.5039,0.4617,0.5442,42,0.7429,0.3175,0.3123,3,18,1.6,2.5,0.1104
0.4031,0.868,0.5806,39,0.1844,0.679,0.3565,1,16,1.5,2.0,1.0
0.302,0.6557,0.5949,18,0.6319,0.5933,0.7402,0,12,1.2,1.0,0.5519
0.3178,0.7428,0.4638,44,0.6537,0.1434,0.461,3,18,1.6,2.5,0.1516
0.7087,0.2199,0.7296,28,0.5687,0.549,0.8615,2,20,1.8,3.5,0.6742
0.8376,0.7578,0.4104,38,0.3385,0.8693,0.8709,0,12,1.2,1.0,0.2862
0.281,0.6263,0.5321,18,0.8256,0.5456,0.5643,2,20,1.8,3.5,0.5752
0.5084,0.5653,0.6481,15,0.8457,0.6343,0.315,3,18,1.6,2.5,0.6949
0.6552,0.3941,0.5765,23,0.7668,0.3693,0.4517,1,16,1.5,2.0,1.0
0.2603,0.5512,0.4693,38,0.188,0.1093,0.5909,1,16,1.5,2.0,0.5556
0.8489,0.341,0.2244,11,0.1336,0.3071,0.6346,1,16,1.5,2.0,0.9005
0.3617,0.7395,0.4019,18,0.3235,0.8619,0.3001,0,12,1.2,1.0,0.7849
0.24,0.6182,0.3661,44,0.5696,0.7116,0.5733,0,12,1.2,1.0,0.632
0.4783,0.2529,0.5018,21,0.7173,0.4656,0.2144,1,16,1.5,2.0,0.8742
0.3142,0.2959,0.741,41,0.8087,0.3302,0.142,2,20,1.8,3.5,0.6493
0.2961,0.6841,0.3291,39,0.4783,0.3256,0.3037,0,12,1.2,1.0,0.497
0.345,0.4536,0.5462,22,0.5762,0.203,0.148,2,20,1.8,3.5,0.5247
0.2784,0.7643,0.2396,11,0.5825,0.4701,0.399,2,20,1.8,3.5,0.4775
0.6625,0.6174,0.7565,40,0.6993,0.8743,0.877,0,12,1.2,1.0,0.1328
0.7479,0.1471,0.6152,18,0.4646,0.3756,0.2913,2,20,1.8,3.5,0.673
0.1795,0.3418,0.5047,3,0.5615,0.6817,0.1933,2,20,1.8,3.5,0.5158
0.3927,0.253,0.3076,16,0.4824,0.3061,0.8451,3,18,1.6,2.5,0.2621
0.6074,0.2983,0.4399,16,0.2967,0.819,0.2028,1,16,1.5,2.0,0.9237
0.4041,0.6262,0.3894,6,0.1436,0.7661,0.6891,0,12,1.2,1.0,0.5638
0.6865,0.7732,0.3596,4,0.1824,0.8466,0.5518,3,18,1.6,2.5,0.6117
0.4896,0.4202,0.6236,12,0.5799,0.1011,0.7705,1,16,1.5,2.0,1.0
0.5909,0.7842,0.6083,26,0.5036,0.4514,0.1277,1,16,1.5,2.0,0.9745
0.865,0.6764,0.7392,44,0.3842,0.3904,0.4676,3,18,1.6,2.5,0.3226
0.1358,0.1019,0.5173,30,0.1622,0.2419,0.6932,2,20,1.8,3.5,0.1659
0.7229,0.2604,0.5431,35,0.8682,0.8394,0.3608,0,12,1.2,1.0,0.2158
0.218,0.2411,0.5789,17,0.2472,0.4222,0.735,0,12,1.2,1.0,0.9916
0.2255,0.1604,0.2382,10,0.7366,0.8882,0.264,0,12,1.2,1.0,0.6729
0.2323,0.135,0.7045,36,0.3642,0.2675,0.2397,2,20,1.8,3.5,0.1152
0.633,0.6276,0.2765,28,0.7546,0.5276,0.2422,0,12,1.2,1.0,0.1712
0.7736,0.363,0.657,43,0.3781,0.8394,0.4222,3,18,1.6,2.5,0.3867
0.7058,0.2391,0.3237,33,0.5055,0.1635,0.7403,2,20,1.8,3.5,0.5893
0.2528,0.6007,0.6616,39,0.4618,0.8519,0.3421,1,16,1.5,2.0,1.0
0.6158,0.8421,0.6587,16,0.7123,0.5974,0.7196,0,12,1.2,1.0,0.2742
0.8365,0.7349,0.7086,4,0.1767,0.7385,0.6601,3,18,1.6,2.5,0.5197
0.406,0.311,0.5654,3,0.8337,0.5867,0.3871,1,16,1.5,2.0,1.0
0.2282,0.3327,0.2972,30,0.677,0.8072,0.6159,2,20,1.8,3.5,0.6853
0.2918,0.799,0.3896,28,0.698,0.1358,0.6206,2,20,1.8,3.5,0.5598
0.6549,0.4814,0.4415,17,0.2799,0.8112,0.4122,0,12,1.2,1.0,0.6131
0.4188,0.4505,0.4036,18,0.3938,0.8174,0.3198,0,12,1.2,1.0,0.4232
0.6725,0.2246,0.7047,27,0.5268,0.2022,0.154,2,20,1.8,3.5,0.702
0.277,0.4487,0.5045,43,0.663,0.5341,0.8272,0,12,1.2,1.0,0.5931
0.2346,0.3068,0.383,38,0.5542,0.3163,0.2719,3,18,1.6,2.5,0.1757
0.2609,0.1643,0.5744,42,0.1593,0.5044,0.5574,2,20,1.8,3.5,0.2085
0.1065,0.7352,0.5171,42,0.4515,0.4624,0.7808,1,16,1.5,2.0,0.9456
0.3288,0.11,0.426,35,0.5855,0.6127,0.3581,0,12,1.2,1.0,0.5155
0.8857,0.4759,0.4835,40,0.8027,0.2146,0.6028,0,12,1.2,1.0,0.5708
0.3763,0.1794,0.5927,43,0.2223,0.8312,0.4893,1,16,1.5,2.0,0.8236
0.3405,0.2185,0.2207,31,0.1401,0.8921,0.2866,1,16,1.5,2.0,1.0
0.757,0.7393,0.798,15,0.1385,0.6786,0.7464,0,12,1.2,1.0,0.4437
0.8487,0.7174,0.4459,31,0.1008,0.3716,0.236,2,20,1.8,3.5,0.6411
0.2672,0.672,0.6974,13,0.4338,0.5789,0.2156,0,12,1.2,1.0,0.4233
0.2564,0.5497,0.7412,33,0.6368,0.6763,0.8925,1,16,1.5,2.0,0.9954
0.248,0.1083,0.2834,9,0.5184,0.4514,0.5917,0,12,1.2,1.0,0.9633
0.7563,0.1871,0.6101,32,0.5543,0.2399,0.5903,2,20,1.8,3.5,0.5665
0.7441,0.2039,0.3986,19,0.2574,0.6719,0.8347,3,18,1.6,2.5,0.2204
0.1754,0.4682,0.388,38,0.3422,0.5031,0.2263,2,20,1.8,3.5,0.5512
0.4078,0.1717,0.7904,8,0.26,0.6626,0.4368,1,16,1.5,2.0,1.0
0.1424,0.4833,0.3407,12,0.5365,0.2905,0.5201,2,20,1.8,3.5,0.5869
0.8798,0.2814,0.2326,33,0.3467,0.6959,0.7146,2,20,1.8,3.5,0.5477
0.4578,0.119,0.6353,17,0.8832,0.3705,0.6255,2,20,1.8,3.5,0.5456
0.5439,0.4394,0.4238,34,0.653,0.663,0.6335,0,12,1.2,1.0,0.6798
0.3606,0.2289,0.2355,37,0.312,0.1479,0.855,0,12,1.2,1.0,0.9381
0.8446,0.4009,0.524,13,0.419,0.386,0.6305,2,20,1.8,3.5,0.5729
0.6983,0.4526,0.6712,42,0.509,0.8079,0.5037,2,20,1.8,3.5,1.0
0.6337,0.4468,0.3721,32,0.8504,0.5014,0.8919,2,20,1.8,3.5,0.9535
0.4882,0.37,0.5874,1,0.4312,0.2709,0.2047,3,18,1.6,2.5,0.218
0.4553,0.5114,0.4917,26,0.3511,0.4804,0.4419,2,20,1.8,3.5,0.5708
0.4598,0.6201,0.6263,37,0.6854,0.8299,0.7148,1,16,1.5,2.0,0.6263
0.6864,0.4148,0.7729,26,0.3345,0.266,0.4875,0,12,1.2,1.0,0.656
0.3067,0.8685,0.5965,5,0.5847,0.5698,0.8718,3,18,1.6,2.5,0.2817
0.655,0.1917,0.2709,2,0.2179,0.5378,0.4564,0,12,1.2,1.0,0.6936
0.8137,0.4012,0.7216,17,0.6424,0.7684,0.8407,3,18,1.6,2.5,0.6786
0.5025,0.513,0.4761,44,0.1732,0.3906,0.8251,3,18,1.6,2.5,0.1883
0.3307,0.6308,0.2012,25,0.8348,0.5946,0.8273,2,20,1.8,3.5,0.5391
0.527,0.6474,0.22,21,0.3052,0.7918,0.3238,3,18,1.6,2.5,0.265
0.81,0.7851,0.6125,16,0.4664,0.5697,0.3139,1,16,1.5,2.0,0.603
0.4883,0.5231,0.6785,44,0.6001,0.6234,0.7973,2,20,1.8,3.5,0.5292
0.5565,0.1484,0.266,14,0.4134,0.6871,0.7549,1,16,1.5,2.0,1.0
0.5638,0.1048,0.214,4,0.3146,0.4687,0.404,0,12,1.2,1.0,0.5785
0.1771,0.1173,0.2415,41,0.1258,0.4578,0.6404,0,12,1.2,1.0,0.9658
0.3101,0.5924,0.5794,24,0.3274,0.8651,0.2376,2,20,1.8,3.5,0.4361
0.6065,0.3178,0.3195,42,0.6169,0.8664,0.7942,0,12,1.2,1.0,0.106
0.3577,0.4102,0.6482,19,0.3697,0.3292,0.4264,1,16,1.5,2.0,0.976
0.1071,0.1208,0.2022,41,0.3933,0.4769,0.473,2,20,1.8,3.5,0.2841
0.7324,0.2493,0.6106,10,0.3044,0.6674,0.2736,2,20,1.8,3.5,0.563
0.6736,0.2165,0.6063,39,0.1569,0.3793,0.2746,0,12,1.2,1.0,0.6303
0.3068,0.7096,0.7163,28,0.8609,0.6029,0.6548,3,18,1.6,2.5,0.643
0.816,0.3788,0.6409,30,0.8823,0.1256,0.3009,3,18,1.6,2.5,0.1484
0.738,0.6804,0.2453,18,0.43,0.7842,0.807,3,18,1.6,2.5,0.6643
0.7286,0.7027,0.5063,2,0.5132,0.5125,0.2685,2,20,1.8,3.5,1.0
0.2418,0.6742,0.4523,2,0.7394,0.8163,0.1037,0,12,1.2,1.0,0.2054
0.1214,0.6678,0.7262,44,0.8548,0.6761,0.887,0,12,1.2,1.0,0.5422
0.2026,0.6293,0.509,33,0.4432,0.1016,0.488,3,18,1.6,2.5,0.0
0.3498,0.5017,0.562,15,0.2885,0.3151,0.6494,2,20,1.8,3.5,0.4848
0.7003,0.3141,0.6529,21,0.4619,0.2532,0.5127,0,12,1.2,1.0,0.5252
0.5219,0.228,0.7528,10,0.6844,0.6781,0.8168,0,12,1.2,1.0,0.4675
0.2202,0.8569,0.2906,25,0.2252,0.4033,0.7341,2,20,1.8,3.5,0.6411
0.3567,0.4488,0.6814,5,0.818,0.363,0.25,2,20,1.8,3.5,0.6776
0.4734,0.8048,0.2534,30,0.2392,0.6375,0.3604,0,12,1.2,1.0,0.4965
0.8092,0.7098,0.7306,19,0.3521,0.6001,0.1631,0,12,1.2,1.0,0.3254
0.8942,0.5149,0.7962,35,0.5872,0.1677,0.2012,3,18,1.6,2.5,0.1499
0.759,0.5317,0.6985,3,0.752,0.3125,0.6604,2,20,1.8,3.5,0.6728
0.6517,0.4898,0.4013,26,0.1054,0.7174,0.5286,2,20,1.8,3.5,0.6745
0.5238,0.3173,0.5702,33,0.8419,0.7239,0.8071,0,12,1.2,1.0,0.2906
0.1647,0.5169,0.6223,22,0.6477,0.5285,0.6064,2,20,1.8,3.5,0.5354
0.1626,0.5682,0.4796,34,0.1597,0.8232,0.7711,2,20,1.8,3.5,0.6288
0.8196,0.7749,0.6661,42,0.6278,0.198,0.2279,3,18,1.6,2.5,0.4668
0.4354,0.231,0.2207,6,0.3456,0.2589,0.6609,2,20,1.8,3.5,0.2541
0.5412,0.3824,0.6533,36,0.4556,0.4097,0.7371,0,12,1.2,1.0,0.5233
0.8896,0.2272,0.464,14,0.438,0.8007,0.6154,2,20,1.8,3.5,0.5672
0.8052,0.2033,0.4682,40,0.7007,0.7738,0.4599,1,16,1.5,2.0,0.5413
0.709,0.7266,0.3653,18,0.2131,0.1809,0.3324,0,12,1.2,1.0,0.4451
0.3287,0.7701,0.4005,2,0.2693,0.1915,0.2932,2,20,1.8,3.5,0.601
0.6314,0.5962,0.4533,6,0.8532,0.1598,0.1661,2,20,1.8,3.5,0.4096
0.7415,0.8028,0.6383,44,0.7071,0.274,0.112,0,12,1.2,1.0,0.2145
0.8746,0.6715,0.2881,25,0.8064,0.6709,0.295,1,16,1.5,2.0,0.7232
0.5657,0.5395,0.5519,8,0.3107,0.1192,0.6204,2,20,1.8,3.5,0.4511
0.7491,0.8419,0.5664,36,0.6089,0.1627,0.3904,2,20,1.8,3.5,0.6191
0.5216,0.7277,0.271,44,0.7714,0.6307,0.1617,2,20,1.8,3.5,1.0
0.7804,0.2188,0.5712,28,0.2796,0.4535,0.4383,1,16,1.5,2.0,1.0
0.6986,0.1775,0.3208,32,0.1984,0.6258,0.6256,2,20,1.8,3.5,0.5118
